color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,num_user_for_reviews,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,genre,Title
3776,1,1068,12.0,121.0,35.0,473.0,237,4000.0,4700361.0,515,2047,6617,505,0.0,29.0,43,7,5000000.0,2015.0,849.0,4.6,2.35,0,6,90 Minutes in Heaven 
3777,1,296,155.0,97.0,7.0,939.0,1861,8000.0,2711210.0,1396,40305,10517,2307,1.0,86.0,43,9,5000000.0,2010.0,981.0,6.4,2.35,0,6,Everything Must Go 
3778,1,613,81.0,116.0,52.0,102.0,1817,624.0,1980338.0,777,12366,1209,134,2.0,151.0,43,9,5000000.0,1998.0,385.0,7.0,1.85,507,6,Zero Effect 
3779,1,150,204.0,94.0,122.0,360.0,943,23000.0,1082044.0,251,281649,24994,2023,0.0,458.0,39,9,5000000.0,2004.0,1000.0,7.7,2.35,21000,6,The Machinist 
3780,1,1201,19.0,103.0,261.0,145.0,891,722.0,1100000.0,303,3665,1201,572,0.0,39.0,43,9,5000000.0,1992.0,280.0,6.8,1.85,247,6,Light Sleeper 
3781,1,1045,163.0,112.0,52.0,688.0,1636,10000.0,2445646.0,627,32382,12897,2100,1.0,99.0,43,9,5000000.0,2014.0,963.0,7.0,2.35,13000,6,Kill the Messenger 
3782,1,736,248.0,91.0,263.0,192.0,1036,967.0,2221809.0,359,40618,1582,2354,0.0,144.0,43,7,5000000.0,2010.0,289.0,7.0,1.85,0,6,Rabbit Hole 
3783,1,453,39.0,98.0,13.0,600.0,1435,3000.0,296665.0,863,12675,5185,1579,1.0,158.0,43,9,5000000.0,2003.0,971.0,6.3,1.85,0,6,Party Monster 
3784,1,685,322.0,95.0,57.0,233.0,1363,727.0,3219029.0,42,28845,1836,1194,0.0,125.0,43,9,5000000.0,2015.0,442.0,7.1,2.35,10000,14,Green Room 
3787,1,1625,83.0,91.0,0.0,65.0,487,387.0,1040879.0,73,54478,648,1534,0.0,184.0,43,9,7000000.0,1996.0,96.0,7.1,1.85,0,6,Bottle Rocket 
3788,1,894,37.0,97.0,18000.0,977.0,999,10000.0,326308.0,1376,6632,13718,785,3.0,69.0,43,9,5000000.0,1996.0,1000.0,6.1,2.35,225,6,Albino Alligator 
3793,1,1134,27.0,90.0,6.0,940.0,637,3000.0,124720.0,10,1560,4987,1604,0.0,15.0,43,6,5000000.0,2008.0,1000.0,7.3,1.85,777,6,"Lovely, Still "
3795,1,1112,31.0,90.0,204.0,697.0,1018,1000.0,99147.0,439,1884,3207,2199,3.0,28.0,43,9,2000000.0,1998.0,697.0,6.2,1.85,69,6,Desert Blue 
3798,1,165,133.0,90.0,0.0,15.0,473,343.0,65087.0,968,8824,408,1357,0.0,108.0,43,9,5000000.0,2007.0,29.0,6.2,1.85,559,14,Redacted 
3799,1,904,13.0,103.0,34.0,227.0,860,811.0,16066.0,6,1207,1789,69,0.0,44.0,15,9,5000000.0,2004.0,522.0,3.3,2.35,40,14,Fascination 
3819,1,707,99.0,113.0,44.0,4.0,843,61.0,617228.0,715,6183,92,1748,1.0,27.0,10,9,84450000.0,2006.0,12.0,7.4,1.85,1000,6,I Served the King of England 
3821,1,135,104.0,148.0,0.0,263.0,593,3000.0,24475416.0,1142,72443,3967,997,0.0,309.0,43,9,890000.0,1996.0,324.0,8.0,1.85,0,6,Sling Blade 
3823,1,426,303.0,93.0,0.0,581.0,1967,1000.0,47277326.0,599,138814,2990,2059,0.0,1516.0,43,9,4800000.0,2005.0,1000.0,5.9,2.35,0,9,Hostel 
3824,1,1079,122.0,94.0,187.0,427.0,1901,1000.0,1247453.0,1275,11202,3690,681,0.0,123.0,42,9,2800000.0,2005.0,887.0,6.8,2.35,750,6,Tristram Shandy: A Cock and Bull Story 
3825,1,677,359.0,121.0,337.0,41.0,1893,982.0,1729969.0,749,68211,1520,2092,0.0,219.0,43,9,5000000.0,2011.0,463.0,7.4,2.35,14000,6,Take Shelter 
3826,1,468,130.0,118.0,7.0,339.0,1305,968.0,1705139.0,33,4695,2545,1336,0.0,69.0,43,9,4700000.0,1988.0,733.0,6.7,1.85,0,14,Lady in White 
3829,1,1549,159.0,101.0,365.0,14.0,1292,237.0,8025872.0,136,19234,302,1181,3.0,258.0,43,11,4700000.0,1986.0,28.0,5.5,1.85,0,3,The Texas Chainsaw Massacre 2 
3831,1,1145,440.0,90.0,0.0,428.0,1194,33000.0,778565.0,1177,83234,34779,2557,1.0,475.0,11,9,4800000.0,2013.0,1000.0,5.7,1.85,30000,6,Only God Forgives 
3837,1,1082,87.0,100.0,3.0,9.0,862,74.0,513836.0,1197,6304,143,2579,1.0,21.0,13,9,4600000.0,2010.0,52.0,7.2,1.85,0,6,The Names of Love 
3839,1,1566,121.0,97.0,4.0,577.0,624,13000.0,434417.0,401,8867,15093,2301,1.0,65.0,39,5,4600000.0,2007.0,1000.0,5.9,1.85,0,6,Savage Grace 
3841,1,591,45.0,96.0,37.0,542.0,292,801.0,81200000.0,1276,87739,3113,1724,0.0,133.0,43,9,4500000.0,1984.0,760.0,6.7,1.85,0,3,Police Academy 
3843,1,1104,84.0,117.0,179.0,239.0,878,1000.0,52700832.0,789,107923,1862,2274,4.0,197.0,42,9,4500000.0,1994.0,398.0,7.1,1.66,0,6,Four Weddings and a Funeral 
3846,1,1443,202.0,108.0,0.0,346.0,1798,22000.0,13060843.0,1091,149528,26050,3,0.0,454.0,43,9,15000000.0,2002.0,3000.0,7.7,2.35,0,6,25th Hour 
3848,1,910,120.0,109.0,0.0,126.0,1161,3000.0,3798532.0,262,41138,3668,1949,0.0,208.0,43,9,4500000.0,1996.0,441.0,7.4,1.85,2000,6,Bound 
3849,1,315,234.0,102.0,0.0,167.0,1358,1000.0,3609278.0,414,573541,2235,1523,0.0,1916.0,43,9,4500000.0,2000.0,1000.0,8.4,1.37,38000,6,Requiem for a Dream 
3851,1,197,35.0,115.0,98.0,4.0,1064,341.0,1687311.0,999,2412,371,1735,3.0,40.0,39,7,700000000.0,1998.0,26.0,7.2,2.0,539,6,Tango 
3854,1,1296,283.0,133.0,219.0,701.0,1383,15000.0,727883.0,566,580999,17040,1040,1.0,2110.0,43,9,4500000.0,2001.0,933.0,8.1,2.35,33000,6,Donnie Darko 
3856,1,1106,54.0,122.0,4.0,3.0,690,25.0,713413.0,584,9171,48,915,1.0,68.0,28,9,4500000.0,1997.0,20.0,7.8,1.85,689,6,Character 
3857,1,802,92.0,106.0,68.0,391.0,1548,835.0,410241.0,1060,32357,2110,604,0.0,199.0,43,9,2000000.0,2002.0,601.0,6.8,1.85,3000,6,Spun 
3859,1,207,202.0,112.0,0.0,38.0,2167,717.0,211667.0,976,53508,907,967,0.0,131.0,38,9,4200000000.0,2005.0,126.0,7.7,2.35,4000,6,Lady Vengeance 
3861,1,109,54.0,99.0,0.0,798.0,903,26000.0,92191.0,596,29463,29325,546,1.0,84.0,42,9,2500000.0,2001.0,1000.0,6.5,1.85,0,6,Mean Machine 
3862,1,786,98.0,110.0,143.0,76.0,141,155.0,49413.0,1252,6919,398,1276,0.0,26.0,17,9,35000000.0,2006.0,96.0,7.3,2.35,528,14,Exiled 
3865,1,12,138.0,104.0,0.0,329.0,1052,14000.0,108229.0,832,30836,15860,389,1.0,137.0,43,9,4500000.0,2009.0,1000.0,5.9,2.35,7000,6,After.Life 
3867,1,1107,149.0,133.0,869.0,425.0,1439,888.0,112000000.0,1209,680041,2176,1522,0.0,760.0,43,9,4400000.0,1975.0,721.0,8.7,1.85,32000,6,One Flew Over the Cuckoo's Nest 
3873,1,1143,111.0,112.0,63.0,422.0,1707,2000.0,26345.0,516,16445,4810,34,4.0,99.0,42,9,3000000.0,2012.0,1000.0,6.1,2.35,0,6,The Sweeney 
3876,1,1149,149.0,101.0,51.0,8.0,1704,446.0,20772796.0,754,34232,497,2355,1.0,346.0,30,7,6000000.0,2002.0,20.0,7.6,2.35,0,6,Whale Rider 
3879,1,724,256.0,111.0,456.0,394.0,313,20000.0,34964818.0,530,39975,21404,1847,4.0,186.0,43,6,150000000.0,2015.0,559.0,5.8,2.35,24000,1,Pan 
3883,1,1547,232.0,104.0,335.0,16.0,58,114.0,1487477.0,785,47097,206,2577,0.0,310.0,36,9,4200000.0,2004.0,28.0,6.5,1.85,0,14,Night Watch 
3884,1,1128,63.0,112.0,277.0,327.0,1498,1000.0,62549000.0,641,41361,2412,2306,0.0,148.0,42,9,2300000.0,1992.0,530.0,7.3,2.35,0,6,The Crying Game 
3885,1,142,75.0,94.0,84.0,95.0,1955,110.0,105500000.0,100,31260,582,2438,0.0,152.0,6,9,4000000.0,1981.0,95.0,6.2,1.85,0,3,Porky's 
3886,1,511,274.0,90.0,0.0,231.0,1891,648.0,101055.0,720,17478,1951,1338,0.0,159.0,43,9,4000000.0,2009.0,529.0,5.0,2.35,0,9,Survival of the Dead 
3888,1,1440,265.0,101.0,0.0,11.0,217,19000.0,44566004.0,1208,321283,32015,374,0.0,1848.0,43,9,4000000.0,2003.0,13000.0,7.8,1.85,17000,6,Lost in Translation 
3889,1,1645,154.0,93.0,11000.0,629.0,319,11000.0,39200000.0,1410,192940,12691,2259,0.0,491.0,43,6,4000000.0,1977.0,636.0,8.1,1.37,0,3,Annie Hall 
3890,1,205,44.0,152.0,309.0,132.0,580,232.0,36000000.0,494,9456,825,493,0.0,107.0,43,5,4000000.0,1952.0,178.0,6.7,1.37,625,6,The Greatest Show on Earth 
3891,1,1313,314.0,150.0,0.0,748.0,1386,23000.0,65007045.0,251,128694,26489,218,0.0,657.0,42,7,140000000.0,2014.0,892.0,6.1,2.35,51000,6,Exodus: Gods and Kings 
3892,1,968,153.0,112.0,395.0,80.0,1644,13000.0,31252964.0,517,71495,13707,1568,1.0,522.0,43,9,4000000.0,2001.0,595.0,7.1,2.35,0,6,Monster's Ball 
3893,1,576,256.0,95.0,9.0,428.0,847,584.0,131175.0,660,30219,1885,566,2.0,200.0,43,7,8500000.0,2015.0,430.0,5.6,2.35,22000,6,Maggie 
3894,1,1094,123.0,111.0,81.0,687.0,2090,12000.0,31968347.0,1021,93894,14823,1303,0.0,286.0,43,9,3600000.0,1995.0,898.0,7.6,1.66,0,6,Leaving Las Vegas 
3898,1,1318,149.0,91.0,357.0,326.0,813,3000.0,35385560.0,1178,27198,4807,10,1.0,131.0,43,9,4000000.0,2015.0,465.0,4.6,2.35,8000,14,The Boy Next Door 
3901,1,938,323.0,106.0,450.0,712.0,1436,14000.0,20803237.0,706,110616,18645,2556,1.0,291.0,43,9,3500000.0,2010.0,3000.0,7.1,1.85,16000,6,The Kids Are All Right 
3902,1,739,172.0,93.0,0.0,133.0,1653,355.0,13008928.0,925,73501,837,852,0.0,333.0,43,9,4000000.0,1988.0,151.0,7.3,2.35,27000,14,They Live 
3905,1,416,161.0,93.0,8.0,400.0,1922,45000.0,15152879.0,995,13506,46868,188,0.0,68.0,13,7,5000000.0,2013.0,541.0,4.0,2.35,0,6,The Last Exorcism Part II 
3906,1,1300,548.0,165.0,0.0,127.0,1288,230.0,25359200.0,413,266020,673,1486,0.0,836.0,43,9,4000000.0,2014.0,193.0,8.0,1.85,92000,6,Boyhood 
3907,1,1645,177.0,96.0,11000.0,405.0,1160,19000.0,10515579.0,1208,66840,20132,848,0.0,248.0,42,7,4000000.0,2006.0,427.0,6.7,1.85,0,3,Scoop 
3908,1,1536,230.0,119.0,13000.0,567.0,671,1000.0,180011740.0,207,177729,2776,755,0.0,1368.0,43,7,100000000.0,2001.0,658.0,5.7,2.35,0,14,Planet of the Apes 
3909,1,284,27.0,93.0,69.0,69.0,584,522.0,10097096.0,77,5612,955,513,2.0,38.0,43,9,4000000.0,2001.0,231.0,4.6,1.85,842,3,The Wash 
3910,1,284,22.0,82.0,69.0,585.0,1479,939.0,9821335.0,987,1415,3354,784,1.0,10.0,43,9,6000000.0,2000.0,706.0,4.0,1.85,118,3,3 Strikes 
3911,1,1622,157.0,101.0,47.0,407.0,1631,658.0,8243880.0,437,28714,3086,2254,1.0,215.0,43,9,3200000.0,2003.0,636.0,7.0,2.35,762,6,The Cooler 
3913,1,1185,125.0,81.0,5.0,710.0,1000,49000.0,7825820.0,1151,13086,50831,2134,0.0,156.0,43,9,4000000.0,2006.0,780.0,5.9,1.85,576,14,The Night Listener 
3916,1,604,300.0,105.0,171.0,143.0,185,382.0,7159147.0,484,120189,954,787,0.0,308.0,39,9,3400000.0,2007.0,273.0,7.5,2.35,11000,6,The Orphanage 
3917,1,1076,69.0,86.0,89.0,511.0,670,986.0,17314483.0,101,14621,4073,823,2.0,48.0,43,9,4000000.0,2014.0,713.0,4.7,1.85,0,3,A Haunted House 2 
3918,1,1357,143.0,110.0,675.0,968.0,689,16000.0,6525762.0,536,44339,19928,467,2.0,425.0,43,9,4000000.0,2002.0,977.0,6.7,1.85,0,6,The Rules of Attraction 
3921,1,49,51.0,110.0,99.0,960.0,82,4000.0,4301331.0,1186,78241,7921,1488,6.0,177.0,43,9,4000000.0,1995.0,975.0,6.7,1.85,0,3,Four Rooms 
3922,1,1490,163.0,104.0,30.0,296.0,1935,769.0,4046737.0,625,67949,2251,1474,1.0,390.0,43,9,4000000.0,2002.0,413.0,7.1,1.85,15000,6,Secretary 
3923,1,1310,52.0,96.0,2.0,0.0,48,960.0,3713002.0,804,3611,972,225,1.0,62.0,43,9,8000000.0,2003.0,12.0,2.7,1.85,131,5,The Real Cancun 
3924,1,1166,40.0,110.0,0.0,237.0,2173,721.0,3468572.0,963,10073,1966,242,0.0,78.0,43,9,4000000.0,1988.0,246.0,7.3,1.85,816,6,Talk Radio 
3925,1,247,50.0,84.0,378.0,611.0,719,925.0,2892582.0,214,22697,3559,1443,0.0,202.0,43,9,4000000.0,1996.0,729.0,7.6,1.85,0,3,Waiting for Guffman 
3926,1,673,45.0,94.0,24.0,545.0,2082,834.0,2800000.0,552,4377,2662,312,3.0,85.0,43,9,4000000.0,1999.0,625.0,5.8,1.85,309,3,Love Stinks 
3927,1,743,121.0,93.0,131.0,90.0,3,497.0,2426851.0,1090,16224,776,1106,1.0,76.0,43,9,4000000.0,2007.0,113.0,6.5,2.55,830,3,You Kill Me 
3928,1,1101,114.0,96.0,101.0,71.0,1294,730.0,1325073.0,755,18762,1208,1788,0.0,91.0,43,9,4000000.0,2005.0,394.0,6.6,2.35,708,6,Thumbsucker 
3930,1,321,116.0,101.0,21.0,161.0,765,420.0,864959.0,1264,20275,1215,2076,0.0,151.0,42,6,4000000.0,2005.0,291.0,6.9,1.85,0,1,Mirrormask 
3931,1,1367,115.0,102.0,330.0,0.0,174,48.0,2601847.0,279,22457,48,1975,0.0,69.0,43,7,4000000.0,2011.0,0.0,8.5,2.35,26000,10,Samsara 
3932,1,1377,15.0,87.0,101.0,324.0,676,721.0,800000.0,943,2308,1700,2050,0.0,35.0,43,9,4000000.0,1987.0,576.0,4.8,1.85,550,1,The Barbarians 
3935,1,1002,41.0,99.0,60.0,444.0,1742,979.0,562059.0,231,8535,3130,763,4.0,113.0,43,9,4000000.0,2002.0,665.0,7.0,1.85,872,6,Poolhall Junkies 
3936,1,1094,31.0,106.0,81.0,687.0,1826,2000.0,399793.0,757,2877,4343,1303,0.0,70.0,43,9,4000000.0,1999.0,811.0,5.4,1.78,111,6,The Loss of Sexual Innocence 
3938,1,336,232.0,117.0,234.0,221.0,2078,12000.0,371897.0,1021,36494,13607,2130,2.0,118.0,43,9,4000000.0,2013.0,1000.0,6.9,2.35,11000,6,Joe 
3939,1,1448,43.0,99.0,13.0,159.0,456,419.0,302204.0,1083,6705,975,1995,3.0,53.0,42,6,3000000.0,1997.0,254.0,6.6,2.35,167,3,Shooting Fish 
3940,1,1281,68.0,102.0,212.0,195.0,1207,10000.0,354704.0,1376,2705,11083,907,0.0,38.0,43,9,1300000.0,1987.0,633.0,5.9,1.85,314,6,Prison 
3941,1,1338,51.0,85.0,0.0,209.0,1114,945.0,265107.0,806,4617,2282,230,1.0,93.0,3,10,1500000.0,2000.0,774.0,6.3,1.85,614,3,Psycho Beach Party 
3942,1,880,33.0,86.0,8.0,428.0,701,759.0,185577.0,288,2133,2805,1611,1.0,31.0,42,9,4000000.0,1999.0,638.0,6.3,1.85,182,3,The Big Tease 
3944,1,356,109.0,106.0,0.0,67.0,1043,617.0,58214.0,1026,34224,916,2581,0.0,137.0,43,9,9500000.0,2010.0,163.0,7.0,2.35,10000,6,Trust 
3945,1,108,34.0,103.0,272.0,70.0,291,736.0,75078.0,85,1398,1403,1919,4.0,26.0,43,9,14000000.0,2000.0,450.0,6.3,1.85,132,3,An Everlasting Piece 
3947,1,80,141.0,112.0,105.0,748.0,1521,18000.0,317125.0,1152,23334,25269,218,0.0,87.0,3,9,16000000.0,2013.0,6000.0,6.2,2.35,0,6,Adore 
3949,1,454,64.0,113.0,58.0,9.0,656,331.0,146402.0,857,9913,387,21,1.0,38.0,39,9,4000000.0,2002.0,27.0,7.7,1.85,0,6,Mondays in the Sun 
3950,1,703,215.0,98.0,53.0,65.0,1443,530.0,18469.0,283,34263,1038,1821,1.0,141.0,43,9,650000.0,2010.0,238.0,6.5,2.35,0,6,Stake Land 
3952,1,1461,12.0,92.0,19.0,599.0,1337,18000.0,12836.0,751,1686,20135,898,1.0,28.0,43,9,4000000.0,1997.0,759.0,5.8,1.85,161,6,The Last Time I Committed Suicide 
3953,1,859,70.0,106.0,19.0,9.0,408,585.0,20262.0,1386,1738,629,1168,2.0,10.0,5,10,4000000.0,2014.0,29.0,6.1,2.35,278,6,Futuro Beach 
3970,1,1606,157.0,226.0,149.0,248.0,748,503.0,198655278.0,514,215340,1862,2388,1.0,706.0,43,1,3977000.0,1939.0,384.0,8.2,1.37,16000,6,Gone with the Wind 
3971,1,1303,31.0,104.0,10.0,196.0,1709,507.0,143653.0,1338,1177,1281,1558,0.0,10.0,42,7,4000000.0,2014.0,236.0,6.0,2.35,0,6,Desert Dancer 
3972,1,1397,53.0,152.0,541.0,288.0,1912,773.0,14873.0,570,5294,2888,2522,2.0,67.0,43,0,3800000.0,1965.0,575.0,6.8,2.35,251,1,Major Dundee 
3974,1,524,21.0,107.0,24.0,83.0,820,277.0,8000000.0,752,3167,731,233,0.0,90.0,43,8,3768785.0,1950.0,244.0,7.0,1.37,456,3,Annie Get Your Gun 
3977,1,1242,78.0,95.0,89.0,388.0,2064,963.0,37606.0,955,31836,2658,405,0.0,90.0,6,9,3500000.0,2009.0,654.0,6.8,2.35,0,6,Defendor 
3978,1,1612,41.0,102.0,136.0,48.0,1716,89.0,2956000.0,490,3258,282,721,0.0,54.0,43,0,3700000.0,1948.0,78.0,7.1,1.37,359,3,The Pirate 
3979,1,285,61.0,99.0,29.0,64.0,1954,117.0,19959.0,46,3579,298,2303,2.0,14.0,19,9,3800000.0,2009.0,64.0,6.9,2.35,0,6,The Good Heart 
3980,1,1135,112.0,109.0,13.0,480.0,1811,3000.0,2706659.0,364,17770,5977,1036,0.0,172.0,42,9,2000000.0,2006.0,796.0,6.9,1.85,0,6,The History Boys 
3981,1,656,349.0,113.0,174.0,767.0,708,14000.0,61094903.0,832,210548,17151,23,3.0,332.0,42,7,30000000.0,2011.0,902.0,6.9,2.35,29000,14,Unknown 
3984,1,1219,122.0,91.0,11.0,121.0,1353,1000.0,45857453.0,1345,82232,2323,1476,3.0,174.0,42,9,3500000.0,1997.0,891.0,7.2,1.85,0,6,The Full Monty 
3985,1,697,134.0,88.0,104.0,318.0,1278,628.0,83400000.0,1081,160281,2726,209,0.0,427.0,43,6,3500000.0,1980.0,575.0,7.8,1.85,16000,3,Airplane! 
3987,0,450,20.0,97.0,473.0,624.0,1026,826.0,27900000.0,1014,74626,3455,2435,1.0,157.0,43,9,3500000.0,1995.0,723.0,7.3,1.85,8000,6,Friday 
3988,1,26,28.0,97.0,117.0,556.0,1210,851.0,27900000.0,563,39508,3036,1403,2.0,96.0,43,9,3500000.0,1993.0,582.0,7.5,1.85,0,6,Menace II Society 
3990,1,1050,95.0,85.0,10.0,178.0,818,3000.0,14000000.0,483,15956,3617,665,0.0,118.0,43,9,3500000.0,1987.0,273.0,6.0,1.85,1000,3,Creepshow 2 
3996,1,1335,425.0,92.0,22.0,159.0,1101,648.0,25138292.0,720,66483,1122,1995,0.0,452.0,43,9,3500000.0,2015.0,191.0,6.8,1.66,43000,9,The Witch 
3997,1,1059,19.0,93.0,0.0,78.0,1389,625.0,10305534.0,654,1721,987,168,2.0,38.0,43,9,3500000.0,1998.0,118.0,3.9,1.85,280,3,I Got the Hook Up 
3998,1,420,43.0,96.0,0.0,111.0,709,385.0,9449219.0,679,13949,995,1705,2.0,98.0,43,9,3500000.0,1996.0,356.0,6.1,1.85,453,6,She's the One 
3999,0,129,127.0,105.0,386.0,248.0,1315,3000.0,6390032.0,168,24977,4238,1389,2.0,229.0,43,9,3500000.0,1998.0,258.0,7.5,2.35,0,6,Gods and Monsters 
4000,1,842,262.0,129.0,195.0,50.0,1916,827.0,20167424.0,1119,131831,1044,903,0.0,231.0,1,9,2000000.0,2009.0,88.0,8.2,2.35,33000,6,The Secret in Their Eyes 
4003,1,1398,252.0,37.0,0.0,199.0,458,634.0,5923044.0,1303,113451,1347,1328,0.0,537.0,43,11,3600000.0,1987.0,328.0,7.8,1.85,0,3,Evil Dead II 
4004,1,944,31.0,81.0,0.0,542.0,846,560.0,3293258.0,1387,11399,2238,2104,0.0,131.0,43,7,3000000.0,2001.0,555.0,5.2,1.85,0,3,Pootie Tang 
4006,1,1392,39.0,106.0,22.0,10.0,2177,174.0,886410.0,415,1024,222,523,0.0,494.0,27,9,3500000.0,1998.0,16.0,6.8,1.85,140,6,La otra conquista 
4007,1,66,337.0,103.0,12.0,4.0,1008,29.0,252652.0,1053,54104,44,877,0.0,199.0,31,7,19900000.0,2010.0,4.0,7.0,1.85,38000,6,Trollhunter 
4008,1,1333,30.0,101.0,0.0,681.0,719,827.0,220234.0,461,1950,3574,1397,3.0,24.0,43,9,3500000.0,2006.0,729.0,6.5,1.85,360,3,Ira & Abby 
4009,1,16,265.0,102.0,82.0,536.0,1546,622.0,34350553.0,1397,104072,2486,2144,4.0,207.0,43,9,68000000.0,2012.0,591.0,5.7,2.35,15000,3,The Watch 
4010,1,6,50.0,98.0,9.0,405.0,2142,11000.0,101228.0,1425,7228,20009,520,4.0,53.0,43,9,3500000.0,2005.0,8000.0,6.4,1.85,414,6,Winter Passing 
4011,1,73,50.0,91.0,23.0,660.0,738,4000.0,96793.0,698,12188,6380,2212,3.0,135.0,43,7,3500000.0,2004.0,756.0,5.3,2.35,1000,3,D.E.B.S. 
4024,1,948,169.0,80.0,10.0,34.0,1915,11000.0,77413017.0,992,45984,11218,2122,0.0,331.0,13,1,8000000.0,2005.0,108.0,7.6,1.85,0,5,March of the Penguins 
4025,1,606,290.0,107.0,78.0,969.0,536,18000.0,5354039.0,771,92599,22834,193,8.0,225.0,43,9,3500000.0,2011.0,2000.0,7.1,1.85,21000,6,Margin Call 
4027,1,259,159.0,92.0,0.0,539.0,1396,1000.0,2926565.0,84,28573,3608,1247,0.0,72.0,43,9,3000000.0,2008.0,585.0,6.5,1.66,0,6,Choke 
4028,1,288,535.0,107.0,141.0,535.0,1428,24000.0,13092000.0,555,399138,26495,432,0.0,731.0,43,9,3300000.0,2014.0,970.0,8.5,2.4,129000,6,Whiplash 
4029,1,455,214.0,135.0,353.0,40.0,1879,1000.0,7563397.0,43,533200,1211,62,0.0,749.0,5,9,3300000.0,2002.0,69.0,8.7,1.85,28000,6,City of God 
4030,1,851,47.0,99.0,8.0,78.0,1025,798.0,104257.0,316,19194,1430,2249,2.0,160.0,42,9,2200000.0,1999.0,472.0,7.1,1.85,0,3,Human Traffic 
4033,1,1532,349.0,115.0,346.0,26.0,74,74.0,610968.0,1312,170155,216,913,1.0,249.0,11,9,3800000.0,2012.0,69.0,8.3,2.35,60000,6,The Hunt 
4035,1,30,60.0,91.0,38.0,377.0,1693,625.0,8108247.0,98,9607,2747,706,0.0,174.0,43,7,3300000.0,2006.0,464.0,7.4,1.85,0,6,Bella 
4043,1,834,155.0,101.0,13.0,6.0,2157,280.0,6517198.0,209,30474,308,2558,0.0,172.0,9,9,3000000.0,2004.0,11.0,7.5,1.85,0,6,Maria Full of Grace 
4044,1,1101,261.0,105.0,101.0,157.0,1294,1000.0,5776314.0,495,73349,2016,1613,4.0,142.0,43,9,3200000.0,2010.0,394.0,7.2,1.85,15000,6,Beginners 
4046,1,759,94.0,109.0,644.0,559.0,1094,1000.0,141600000.0,667,90177,3468,2398,6.0,257.0,43,9,3000000.0,1978.0,783.0,7.6,1.85,0,3,Animal House 
4047,1,556,164.0,110.0,82.0,177.0,759,387.0,51100000.0,528,139432,1198,1511,2.0,418.0,42,0,3000000.0,1964.0,202.0,7.8,1.37,0,14,Goldfinger 
4050,1,307,134.0,94.0,0.0,557.0,1901,2000.0,16501785.0,757,469561,3559,780,4.0,514.0,42,9,3500000.0,1996.0,887.0,8.2,1.85,21000,6,Trainspotting 
4051,1,1443,53.0,115.0,0.0,360.0,333,1000.0,38168022.0,128,4687,1964,2318,0.0,83.0,43,9,3000000.0,2000.0,436.0,6.6,1.85,290,3,The Original Kings of Comedy 
4052,1,1550,264.0,98.0,21.0,189.0,1505,438.0,84749884.0,1261,82133,1081,1685,0.0,359.0,43,9,3000000.0,2010.0,332.0,5.7,1.85,14000,9,Paranormal Activity 2 
4053,1,901,94.0,91.0,52.0,482.0,507,773.0,24788807.0,578,21245,1965,792,0.0,213.0,42,6,3000000.0,1998.0,588.0,7.4,2.35,0,3,Waking Ned Devine 
4054,0,1064,215.0,120.0,909.0,184.0,556,909.0,21244913.0,957,123090,1779,236,2.0,888.0,15,9,4000000.0,2002.0,504.0,8.0,1.85,4000,6,Bowling for Columbine 
4056,1,609,138.0,87.0,28.0,217.0,1767,426.0,30000000.0,274,43485,1472,1598,0.0,327.0,43,9,2200000.0,1985.0,359.0,5.4,1.85,0,7,A Nightmare on Elm Street 2: Freddy's Revenge 
4057,1,629,55.0,117.0,133.0,249.0,1809,687.0,20966644.0,721,29610,1665,623,0.0,94.0,42,10,3000000.0,1985.0,443.0,7.4,1.66,0,6,A Room with a View 
4058,1,622,361.0,85.0,65.0,535.0,24,942.0,64423650.0,1118,139329,3708,432,0.0,578.0,43,9,3000000.0,2013.0,810.0,5.7,2.35,31000,14,The Purge 
4059,1,1406,411.0,110.0,301.0,412.0,2108,1000.0,48056940.0,314,155153,2239,1053,0.0,524.0,43,9,3000000.0,2012.0,419.0,6.8,2.35,58000,9,Sinister 
4060,1,352,24.0,113.0,9.0,12.0,1485,71.0,19184015.0,1001,1466,159,598,1.0,35.0,43,9,3000000.0,2002.0,65.0,5.4,1.85,63,3,Martin Lawrence Live: Runteldat 
4063,1,210,35.0,98.0,188.0,693.0,211,2000.0,24629916.0,773,12942,4277,1699,0.0,34.0,43,6,3000000.0,1997.0,970.0,5.1,1.85,902,6,Air Bud 
4065,1,1569,158.0,86.0,41.0,155.0,1790,956.0,19472057.0,1351,25332,1862,2507,0.0,307.0,43,9,3000000.0,1986.0,316.0,5.9,1.85,0,14,Jason Lives: Friday the 13th Part VI 
4066,1,341,122.0,161.0,767.0,87.0,1876,682.0,27200000.0,1402,149444,1035,1003,2.0,273.0,42,6,3000000.0,1957.0,119.0,8.2,2.35,0,6,The Bridge on the River Kwai 
4067,1,1184,16.0,100.0,32.0,175.0,1802,610.0,15369573.0,96,2580,1441,2444,1.0,54.0,43,6,3000000.0,1990.0,232.0,5.3,1.85,710,3,Spaced Invaders 
